"artist","title","year","label","genre","source"
"Галена*","Галена","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Магда","Спаси Ме Любов","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Биляна","Омагьосан Свят","2005","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Kamelia*","Single Best Selection","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Kamelia*","Single+Best Selection","2010","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Яница","Яница","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Анелия","Пепел От Рози","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Борис Дали","Пак Съм Сам","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Maria*","Единствен","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Preslava*","Интрига","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Светла Иванова","C'est La Vie","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Raina*","Raina","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Gloria*","Благодаря","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Конкурент","Дай Ми Време - Най-Доброто От Конкурент","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Maya*","Život Uživo","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Indira*","Lepo Se Provedi","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Нелина","На Сърце Ми Лежи","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Galena (3)","Душата Ми Крещи","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Вероника","Адреналин","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Preslava*","Не Съм Ангел","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Andrea (3)","Огън В Кръвта","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Anelia*","Единствен ти","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Jenna*","Грешни Мисли","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Магда","Нежен Прицел","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Raina*","Както Друга Никоя","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Galena (3)","След 12","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Елена Паришева","Best Selection","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Илиян","Тарикати","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Preslava*","Hit Collection MP3","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Preslava*","Hit Collection MP3","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Галена*","The Best Of Галена / Страст На Кристали","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Андреа*","The Best Of Андреа - Мастика Пещера - Страст на кристали","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Andrea (3)","Мен Си Търсил","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Gloria*","15 Години Златни Хитове","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Глория","За Добро Или Зло","1996","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Глория","Носталгия","1997","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Глория","Носталгия","1997","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Глория","Стопроцентова Жена","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Камелия","Огън Момиче","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Глория И Илия Загоров","Поп Фолк Фиеста 2 Част","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Gloria*","Best","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","DJ Folk Collection 4","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Нелина","Пожар В Сърцето","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Дует Шик","Вода и Огън","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Фолк Казино 2","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Глория И Илия Загоров","Поп-Фолк Фиеста 3","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Камелия","Златна Рибка","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Винарната на любовта","2000","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Още един хубав ден","2010","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Още един хубав ден","2010","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Най-скъпият подарък на света","2010","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов"," 30 години на сцена ","2011","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Един Мъж На 50","2012","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов"," Носталгия ","2013","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов"," Островът на любовта ","2014","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Моя луда любов","2001","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Моите песни","2002","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Пожарите на любовта","2003","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Коледен сън","2003","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Избрах за вас с любов","2004","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Осъден на щастие","2005","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Моят живот","2006","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Да се събудиш до мен (Любовни балади)","2007","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Хубава жена","2008","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Трифон Зарезан","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Дует Шик","Нека Да Празнуваме","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Нелина","Душата Ми","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Рени","Искам Те","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Лили Иванова","Частен Случай","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Лили Иванова","Частен Случай","1998","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Веселин Маринов","Вино и любов","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Лили Иванова","Time for sax","1999","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Djenna*","Не Знаеш Коя Съм","2010","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Милица","Уникален","2010","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Maria*","XIII","2012","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Цветелина Янева","Дъщеря На Песента","2012","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Илиян и Група Кънтри","Тупалка - Live","2009","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Лили Иванова","Готови ли сте за любов?","1995","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Лили Иванова","Готови ли сте за любов?","1995","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Emil Dimitrov","Дива самодива","1995","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Светла Иванова","Любов и Кафе","2013","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Payner Hit Video - 18","2003","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Winter 2018","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Spring 2018","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Folk Collection 1","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Ballads - Vol. 1","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Summer 2018","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Bikini 2018","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Folk Collection 2","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Autumn 2018","2018","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare - 1 Year Hits","2019","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Wondershare Winter 2019","2019","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
"Various","Folk Collection 3","2019","planeta","pop-folk","https://api.discogs.com/labels/207112/releases"
